"ID";"Screen name";"Type";"Name";"Count"
"30385049";"hangmansjoke";"group";"""Hangman's Joke"" - мастерская уникальных вещей.";"Мастерская Hangman's Joke занимается созданием под заказ одежды, украшений, аксессуаров и обуви.<br><br>Как сделать заказ: http://vk.com/topic-30385049_27625684<br>Альбомы: http://vk.com/albums-30385049<br><br>Обращайтесь с вопросами к администраторами.<br><br>٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠<br>Любая РЕКЛАМА на стене: ваших групп, репетиционных точек и т.д., если не будет согласована с администрацией данной группы, будет удалена. Благодарим за понимание<br>٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠<br>Вы можете связаться с нами по Skype:<br>mor-grim_cadavercian<br>Skype:<br>283192357<br>Написать админу:<br>http://vk.com/alucard_hell<br>Контактный номер телефона:<br>+7 916 666 35 13";"1"
"29287647";"telepizza";"group";"TELEPIZZA ( Телепицца ) СПб. Доставка пиццы";"Добро пожаловать в сообщество ресторанов Telepizza в г. Санкт-Петербург.<br>Telepizza - это компания, которая, начав свою деятельность в 1987 году с маленького семейного ресторана в Мадриде, менее чем за 30 лет разрослась до масштабов международной сети, насчитывающей более 1300 ресторанов в  15 странах мира!<br><br>Telepizza - это первая в мире по количеству ресторанов неамериканская сеть пиццерий и самая крупная сеть в Европе!<br><br>Telepizza - это осознанный выбор более чем      56000000 человек, ежегодно отдающих предпочтение качеству нашего продукта и бескомпромиссному отношению к мелочам!<br><br>Telepizza – это неуклоное стремление к инновациям и самоопределению!<br><br>Telepizza - это уникальные рецептуры и технологии производства: от теста, которое не содержит сахара и не подвергается заморозке, до соуса, исполненного в лучших традициях испанской гастрономической культуры!<br><br>Telepizza – это дружеская атмосфера, уют и желание дарить только позитивные эмоции!<br><br>Telepizza - это доставка в пределах 55 минут или бесплатная пицца как свидетельство наших опозданий!<br><br>Telepizza – это философия центральным звеном которой являетесь Вы и Ваши предпочтения!<br><br>Telepizza – это просто ВКУСНО! Убедитесь в этом самостоятельно. <br><br>Теперь и в Санкт-Петербурге в 14 ресторанах, ранее работавших под брендом ПАПА ДЖОН’C!";"1"
"16560378";"kosh_strip_club";"group";"КОШ &amp; все-все-все ★ Kosh_strip ★ masacra";"Творения гениально-сумасшедшего человека под ником masacra";"1"
"88853749";"sparta_orb";"page";"ОРБ СПАРТА";"Отдельный разведывательный батальон Спарта<br>Внимание всех пользователей!!!<br>Данная группа является единственной оригинальной группой Вконтакте ОРБ Спарта!!! По вопросам зачисления в подразделение,обращаться к Боцману.Возраст от 18 до 37, приоритет служба в армии. Первый контракт на 1 год. +380990244195";"1"
"20149392";"community_tv";"group";"Сериал ""Сообщество / Community""";"©Группа сериала ""Сообщество"" вКонтакте.<br><br>Небольшой навигатор по группе:<br>Вопросы типа ""А когда?"":<br> http://vk.com/topic-20149392_27004204<br>Понравилась цитата? Поделись!: http://vk.com/topic-20149392_23808707<br>Какие-либо предложения по группе:<br>http://vk.com/love_my_pupsiks<br>http://vk.com/pevkes<br><br>Русский магазин сувениров:<br>http://community_tv.printdirect.ru<br><br>Группа благодарит:<br>Андрея Богачева (http://vk.com/lowfix) за идею названия администраторов группы<br>-Список будет обновляться. Вы тоже можете оказаться здесь!-";"1"
"333999";"natalya_poklonskaya";"page";"Наталья Поклонская";"Наталья Владимировна Поклонская — экс-прокурор Республики Крым, государственный советник юстиции 3 класса. <br><br>- Депутат Государственной Думы Федерального Собрания Российской Федерации VII созыва.<br>- Председатель комиссии ГД по контролю за достоверностью сведений о доходах, об имуществе и обязательствах имущественного характера, представляемых депутатами ГД.<br>- Заместитель председателя комитета ГД по безопасности и противодействию коррупции с 5 октября 2016 года.";"1"
"44874984";"russkoe_gosudarstvo";"group";"Русское Государство";"Павел Раста и соратники.<br>НАЦИОНАЛИЗМ. СОЦИАЛИЗМ. ПАНСЛАВИЗМ.<br>Эта группа создана правым блогером и публицистом Павлом Растой и его соратниками. Её цель - идеологическая работа, агитация и объединение русских националистов и патриотов третьего поколения, нарождающегося сейчас.<br>Подробный взгляд на дальнейшее развитие событий, описание объективных причин по которым Русская Революция неизбежна и описание единственной возможной стратегии победы русского народа в Русской Революции изложены здесь:<br>https://dl.dropbox.com/u/82497121/RUSSKAYA_REVOLUCIYA.doc<br>(книга Павла Расты ""РУССКАЯ РЕВОЛЮЦИЯ. Идеология победы"", 54 листа)<br>и здесь:<br>https://dl.dropboxusercontent.com/u/82497121/NOVOE_RUSSKOE_KAZACHESTVO.doc<br>(НОВОЕ РУССКОЕ КАЗАЧЕСТВО. Открытый манифест)<br>Эта книга и этот манифест являются идеологией данной группы.";"1"
"10399251";"tribuna_prav_hrist";"group";"+++ ТРИБУНА ПРАВОСЛАВНОГО ХРИСТИАНИНА +++";"Мы против христианофобии и русофобии! ПРАВОСЛАВИЕ - НАША ВЕРА, РОССИЯ - НАШЕ ОТЕЧЕСТВО!<br><br>Общественно-политический форум для православных христиан. Но мы рады будем видеть и всех желающих участвовать в деятельности группы (при условии соблюдения правил, главные из которых – корректное общение, недопустимость оскорбления христианской религии, Русской Православной Церкви, священнослужителей.<br><br>Просим учесть: в составе администрации группы нет ни фашистов, ни нашистов, ни расистов, ни антисемитов и т. п.<br>Администрация группы выступает против антироссийских сил как в государствах исторической России (РФ, Украина, Белоруссия и др.), так и  в странах ""дальнего зарубежья"".<br><br>Именно Россия переняла эстафету от Византии (Второго Рима) и стала Новой Римской Империей, Третьим Римом и Катехоном (державой, удерживающей мир от победы зла). Именно Россия, пока существует, должна удерживать мир от победы сил зла, хранить Православное Христианство и всемерно поддерживать его миссию. Программа-минимум Третьего Рима - удержание мира от зла, поддержание общества в нормальном человеческом состоянии. Программа-максимум - обеспечение победы Православия в мировом масштабе.<br>Разумеется, после Московской Руси государство Российское многократно<br>переформатировалось. Но Россия, так или иначе, выполняла свою имперскую катехоническую миссию. Вопреки попыткам нарушить принцип Симфонии она выполняла её и в т.н.""Синодальный период"" (возникший в результате преступления перед Церковью - ликвидации Патриаршества). Как это ни<br>парадоксально звучит, Россия выполняла её и в период диктатуры атеизма - которая, как выяснилось позже, была явлением<br>временным. В период временного господства этой идеологии отчетливо проявилась<br>уникальная роль Московского Патриархата, который стал единственной реальной<br>альтернативой тоталитарной безбожной идеологии, не будучи и зависимым от<br>геополитических оппонентов России.<br>Зримым подтверждением сохранения у России функции Катехона является победа<br>в Великой Отечественной войне, когда только Россия смогла остановить экспансию германского нацизма. Нацизм <br>был очевидным глобальным злом, угрожавшим существованию целых народов и<br>утверждавшим античеловеческую, неоязыческую идеологию.<br>Роль Катехона Россия выполняла и в Афганской войне. Тоже самое сейчас происходит на Кавказе.";"1"
"23040";"alljapan";"group";"Япония от А до Я | Neotour Co.,Ltd";"Neotour Co.,Ltd - международный Туроператор, специализирующийся на Японии и  странах Юго-Восточной Азии.<br><br>Цель нашей работы заключается прежде всего в удовлетворении самых различных пожеланий наших клиентов, чтобы сделать их путешествие одним из самых ярких впечатлений в жизни!";"1"
"3030579";"tescommunity";"group";"Фанаты игр вселенной The Elder Scrolls";"Если Вы фанатеете, любите, или когда-либо играли, а может просто слышали о серии The Elder Scrolls, то Вам однозначно сюда!<br>   На стене группы мы порадуем Вас новостями мира Древних Свитков. Посмеятсься над карикатурами на персонажей игры и полюбоваться скриншотами, выложенными участниками группы, Вы сможете, полистав альбомы. Пообщаться с Вашими единомышленниками Вы можете в обсуждениях, и Вам не помешают внезапно ворвавшиеся  тролли, так как суровый ординатор на входе никогда не пропустит их на наши просторы.<br><br>---Игры серии---<br>•The Elder Scrolls: Arena (1994)<br>•The Elder Scrolls II: Daggerfall (1996)<br>•The Elder Scrolls Legend: Battlespire (1997)<br>•The Elder Scrolls Adventures: Redguard (1998)<br>•The Elder Scrolls III: Morrowind (2002)<br>•The Elder Scrolls IV: Oblivion (2006)<br>•The Elder Scrolls V: Skyrim (2011)";"1"
"2878";"runcity";"group";"Бегущий Город";"Есть такая городская игра — «Бегущий Город». Но не только игра — ещё и соревнования, а также  экскурсия, квест и даже фестиваль, собирающий по несколько тысяч человек.<br>Регулярно проводится в Петербурге, Москве, Екатеринбурге. А также периодически «гостит» в других интересных городах России и зарубежья.<br><br>В этой группе мы обсуждаем свежие соревнования, задаем вопросы организаторам, создаем встречи под ближайшие мероприятия, делимся фотографиями и видео с прошедших игр.";"1"
"41684769";"gmprint";"group";"Визитки, листовки, буклеты - Типография Группа М";"Типография Группа М – печать полиграфии<br>• визитки, листовки, буклеты <br>• журналы и каталоги <br>• пакеты (бумажные и полиэтиленовые)  <br><br> Ваш заказ:<br>• рассчитаем за 1 минуту<br>• проверим макет на наличие ошибок<br>• напечатаем на немецком оборудовании<br>• доставим к вам в офис";"1"
"54521349";"edrit_daedrit";"group";"Едрить Даэдрить";"Ребят , пишет создатель Е.Д , пожалуйста хватит спамить в других группах , это так-же касается админского состава , если подобное повториться вновь Е.Д закроют навсегда и тут уже хоть плачь хоть башкой о стену бейся не разбанят.Так-же проводится набор в редакторы(этим я прошу заняться тебя Георгий) , на этом всё , упоротости и всего самого наилучшего даэдрята.";"1"
"48681783";"civgame";"group";"Sid Meier's Civilization VI / Цивилизация 6";"Civilization (Цивилизация) — серия компьютерных игр в жанре глобальной пошаговой стратегии. Игрок управляет государством, населением, экономикой, то есть всей цивилизацией. Конкурентами выступают другие цивилизации. Обычно их около 8. В игре присутствует дискретная карта, города с постройками, военные юниты, дипломатия, торговля, дерево технологий.";"1"
"32062265";"lemert";"page";"© Лемерт /Анна Долгарева/";"У меня - рассветная туманящаяся прохладца,<br>у меня дорога, а что там за ней - бог весть.<br>Я вообще давно должна была потеряться,<br>но почему-то я есть.<br>_________<br><br>tags: стихи, современная поэзия, литература,  поэзия, literature, poems, poetry, modern poetry,   Анна Долгарева, Лемерт, Алонсо Кехано, alonso-kexano,  Хроники внутреннего сгорания, Из осажденного десятилетия, уезжают навсегда, Dolgareva<br>#АннаДолгарева #Лемерт #АлонсоКехано #alonso-kexano #стихи #современная_поэзия #литература #поэзия #СовременнаяПоэзия, #literature #poems #poetry #modernpoetry";"1"
"4055380";"aireandsaruman";"group";"Айрэ и Саруман";"Официальная группа,посвященная творчеству проекта  ""Айрэ и Саруман""<br><br>«Айрэ и Саруман» -  это великолепный дуэт Ирины и Антона Кругловых, которые  исполняют песни по мотивам фэнтези произведений, совмещая в стилистике акустику и синти-поп.<br><br> Те, кто читал саги Джона Р. Р. Толкиена, Джорджа Мартина или Робин Хобб, с помощью песен могут вновь прикоснуться к переживаниям любимых героев. <br><br>Антон Круглов - лидер дуэта,  создатель фэнтези-мюзикла «Последнее Испытание», композитор, аранжировщик и звукорежиссер:<br>«Для своих песен я выбираю такой сюжет, чтобы антураж вымышленного мира не мешал восприятию эмоциональных образов, близких любому современному слушателю».  <br>=============================<br>За плечами у дуэта многие годы насыщенного музыкального творчества, по большей части студийного. В настоящее время «Айрэ и Саруман»  все чаще  пробует свои силы на большой сцене.  Концерты в Москве и Санкт-Петербурге в 2015 году только подтвердили всеобщую любовь и обожание поклонников.<br><br>Дебютировав в далеком 2000 году с альбомом «Элберет Гилтониэль», они задали новую планку звучания для ранее неформатных, субкультурных песен, созданных в сообществе почитателей профессора Толкиена.<br><br>В 2013 году «Айрэ и Саруман» выпустили еще один альбом − «Эпик», который порадовал слушателей не только новыми сюжетами, но и качественно новым звучанием: к электронной простоте «эльфийского альбома» добавились живые инструменты, в том числе этнические. Вокал Ирины привносит в песни свет и легкость, в то время как голос самого Антона завораживает и, кажется, проникает под кожу.<br> <br>На данный момент идет активная работа над материалом следующего альбома, который продолжит книжную тему, но на этот раз ощутимо отдалится от фэнтези. Главным источником вдохновения станет цикл «Темная Башня» Стивена Кинга, и это отразится не только на текстах, но и на музыке.";"1"
"36189073";"oprus";"group";"One Piece — Ван-Пис. Большой Куш";"Гол Д. Роджер — король пиратов, добившийся за свою жизнь богатства, славы и власти, спрятал где-то на просторах этого мира загадочное сокровище, которое все называют «Ван-Пис». После смерти Роджера множество смельчаков кинулись на поиски этого большого куша. И наступила великая эпоха пиратов!<br>Вот и паренек по имени Луффи, живущий в маленькой прибрежной деревушке, мечтает стать пиратом. Еще в детстве он ненароком съел плод резина-резина и приобрел невероятные способности. Повзрослев, он покидает родные места в погоне за величайшим сокровищем!";"1"
"406";"eltech";"group";"СПбГЭТУ ""ЛЭТИ""";"ЛЭТИшники, объединяйтесь!";"1"
"38771228";"my_favorite_things";"group";"MFT boho/бохо/эко/винтаж/Artka/Liebo";"MFT=My Favorite Things<br>Необычная одежда, сумки, аксессуары на заказ.<br>* По всем вопросам писать ТОЛЬКО сюда: https://vk.com/miraniel<br>* В НАЛИЧИИ: https://vk.com/album-38771228_167631595<br>* КАК ЗАКАЗАТЬ: https://vk.com/topic-38771228_27622572<br>* НАШИ АДРЕСА в Санкт-Петербурге:<br> ул.Маяковского 23, м.Чернышевская, работаем  с 12-00 до 20-00, воскресенье - выходной<br>Схема проезда: https://vk.com/topic-38771228_29432983<br><br>* ОТЗЫВЫ: https://vk.com/topic-38771228_27927627<br><br>*Всегда помогаем выбрать размер, рады пообщаться и узнать Вас получше, чтобы предложить именно то, о чём Вы мечтали.<br> * Если среди готовых нарядов Вы не нашли Свой - можем предложить сшить его в нашем ателье.<br>  * Всегда предлагаем только самые лучшие, качественные вещи, которые будут долго радовать вас.";"1"
"61538058";"otchuzhdenie_ot_mira";"page";"Отчуждение от мира";"";"1"
"12485220";"salsadj";"group";"SALSA DJ";"Представляем вашему вниманию группу, где будет скапливаться хорошая музыка в стиле SALSA";"1"
"116601183";"mahabharata_ru";"group";"● Махабхарата RU";"Смотрите все 267 серий ""Махабхарата"" в нашем переводе и нашей озвучке на русском языке.  Ссылки см. в Обсуждениях, тема ""как и где смотреть"". Блокируем доступ в группу за репост серий ""Махабхараты"" в ВК, за рекламу, спам, троллинг и холивары.";"1"
"29716454";"kgportal";"page";"КГ-Портал — Вся правда о Голливуде";"Новости киноиндустрии: информация о релизах, рецензии, эпизодники, факты о создателях и съемочном процессе и пр. Трейлеры. Результаты кинопроката художественных и анимационных фильмов.";"1"
"67169315";"mahabharatam";"event";"ॐ МАХАБХАРАТА ॐ";"Цитаты, комментарии, истории из книг и сериала Махабхарата. <br>महाभारतम् - Махабха́рата - Mahābhāratam - одно из крупнейших литературных произведений в мире, считается «пятой Ведой».";"1"
"16854438";"festival_natureman";"group";"XI Ежегодный Фестиваль ""Дитя Природы"" 2016";"Здравствуйте дорогие, любимые!<br>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~<br>Просто здесь открывается Сердце и Родные Души встречают друг друга...  <br>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~<br><br>XII Ежегодный Фестиваль ""Дитя Природы"" состоится с 7 по 16 июля 2017 на берегу родного Ладожского озера (Ленинградская область, Карельский перешеек). <br><br>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~<br>Ежегодный Фестиваль ""Дитя Природы"" - главный Праздник года, делающий мир добрее, светлее и ярче! Фестиваль наполнен позитивным, развивающим творчеством, мастер-классами, практиками самопознания, играми, танцами, показательными выступлениями мастеров, песнями Солнечных Бардов, атмосферой Любви и Добра, единства и взаимопонимания в гармонии с Природой в гармонии друг с другом.<br><br>Мы видим Фестиваль ""Дитя Природы"" как добрый праздник сотворчества и созидания. Это некоммерческий проект, поэтому все организаторы и преподаватели трудятся вдохновенно от Души.<br>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~";"1"
"50531984";"rhapsody_spb";"group";"Аренда коттеджа. Коттедж на Свадьбу. СПб и ЛО";"Аренда коттеджей на все случаи жизни! Мы с удовольствием подберём для Вас любой коттедж в Ленинградской области.  Для проведения день Рожденья, корпоратива, свадьбы, выпускного и просто отдыха на выходные в лесу, около озера или горнолыжного курорта!Аренда посуточно и на длительный срок!<br>Мы находимся по адресу:<br>м. пл.Александра Невского, д.2 лит. Е, 4 этаж, офис 4024. <br>Забронировать коттедж Вы можете по тел.:<br>8-921-917-05-74, 333-34-54";"1"
"36016";"infornal_fuck";"page";"Infornal FuckЪ";"Группа интеллигентных скоморохов Infornal FuckЪ из города на Неве, уже не первый год притворяющаяся успешными музыкантами, играет то ли фолк-метал, то ли русский рок, то ли все сразу в одном компоте. В любом случае мы радуем своим творчеством жителей необъятной и сопредельных государств.<br><br>За что она нравится? Тут каждый может сам разобраться лучше любого академика. Как говорится, лучше один раз услышать, чем сто раз прочесть, особенно если при этом не оглохнешь. <br><br>Своим творчеством музыканты предлагают трезво взглянуть не только на социальные проблемы, но и на весь современный мир.";"1"
"21732";"babylon_5";"group";"Вавилон 5 | Babylon 5";"Время действия - 2258 год, место действия ... Вавилон 5!<br>-----<br>Hello, old friend!<br><br>Данная группа  для тех, кому интересен замечательный научно-фантастический сериал ""Вавилон-5"", по нашему скромному мнению - лучшая фантастическая Вселенная из тех, которые когда-либо показывали по телевизору.<br><br>""Не спеши человек, остановись, давай поговорим с тобой: кто ты, зачем ты здесь и куда ты идешь."" - Сократ<br><br>Ключевые слова:<br>Вавилон-5<br>Вавилон 5<br>Вавилон5<br>Babylon5<br>Babylon 5<br>Babylon-5<br><br>#Вавилон5 #Вавилон_5 #Babylon5 #Babylon_5<br><br>© Babylon 5 VK fan club.";"1"
"341229";"animatsuri";"group";"Animatsuri";"Оргкомитет фестиваля традиционной и современной азиатской культуры Animatsuri: Hanami будет рад подарить всем частичку тепла в промозглом питерском марте!<br>Ваши яркие образы и эмоции растопят снег и заставят распуститься цветы, несмотря ни на что!  <br>Будем рады видеть старых знакомых и новые лица 18  марта 2017 года в ДК ""Железнодорожников"" (Тамбовская ул., д. 63)!";"1"
"521451";"jcouncil";"group";"Jedi Council";"Группа форума www.jcouncil.net<br><br>JC — главный русскоязычный форум по ""Звёздным войнам"" в Рунете. <br><br>Лента самых свежих новостей из мира ЗВ,  статейная база, собственный файловый архив, конкурсы и викторины, многообразие интересов, дружный коллектив. И здесь живет Гильдия архивистов — самое крупное в фэндоме объединение переводчиков комиксов, рассказов и романов по ""Звёздным войнам"", на данный момент сотрудничающее с издательствами ""Азбука"" и АСТ.<br><br>Хотите подружиться с нами или стать частью команды? Пишите в сообщения группы!<br><br>Теги группы:<br>#thisdaysw - Этот день в истории ЗВ<br>#swshow_ru - ЗВ Шоу с русскими субтитрами";"1"
"780218";"nii_let";"page";"Любители эльфийских трелей";"Если Вам интересно собирать различные записи трелей, кукований, кудахтаний, брачных танцев, боев и игрищ различных дятлов, удодов и индюков, или попросту ельфов. Если Вам есть что рассказать об этих забавных лесных пернатых, Вы готовы участвовать в исследовании всевозможных проявлений их круглогодичного и безудержного токования, то Вам сюдой!!!<br>Эльфийские стихАтвАрения, музыка, разные другие проявления их брачных игр, устрашающих действий по охране своей территории и тому подобное с точки зрения человека презренного (homo civilus по ихнему)<br><br>Задорный глумеж и дискуссии в назидание<br>ПРИВЕТСТВУЮТСЯ<br><br>Читает FAQ, сюда входящий !!!";"1"
"55259181";"nkp_russia";"group";"Национально-консервативная партия России";"Группа посвященная деятельности национально-консервативной партии России.<br><br>""Русские люди, не сидите сложа руки, потому что еще немного и спасать будет нечего! Родина в зловонном огне погребального костра! Пора прекратить этот разгул инородцев на нашей земле, мы хотим видеть НАШЕ ГОСУДАРСТВО, а значит мы готовы бороться за наши идеалы и принципы!"" (с)";"1"
"9641007";"factory24";"group";"Factory|пластиковый доспех|стёганая одежда|мечи";"Если вы устали от пресных и халтурных образов, а слово ""антураж"" для вас непустой звук... Если вы цените качество костюма и хотели бы себе добротную вещицу за разумные деньги... Или за короткий срок вам нужно снарядить целый римский легион... То безусловно эта продукция заинтересует вас!<br><br>Основные материалы изделий - высокопрочные пластики, полиуретаны, латекс и кожа :)<br><br>Главная задача нашей художественной мастерской - это развитие LARP-индустрии в России. По этому мы с особой тщательностью выполним как индивидуальный заказ, так и массовый.<br><br>Наши изделия станут достойным дополнением фехтовального турнира, ролевой игры, перформанса или косплея.<br><br>С уважением, творческое объединение ""FaCtory - Fencing and Craft"".";"1"
"43825046";"public_vtm";"page";"Vampire: The Masquerade";"Приветствуем Вас в паблике сеттинга Vampire: The Masquerade.<br><br>Глубоко в душе мы знаем, что мир – гораздо более ужасающее место, чем мы позволяем считать своему рациональному уму. Принять эту подсознательную истину означает навлечь сумасшествие, поддаться тому изначальному хаосу, который таится на самом краешке нашего восприятия. Легче закрыть глаза и притвориться, что там ничего нет. Если мы не видим этого, оно может не заметить нас.<br><br>Паблик представляет собой сборник новостей о сеттинге: юмор, механика, новости и творчество.<br>(c) Vampire The Masquerade and the World of Darkness is copyright by Paradox Interactive, all rights reserved<br><br>ВТМ это игра о том, что ты теряешь, а не о том, что приобретаешь. (c) Джастин Ахилли<br><br>тэги: #films_VTM  #music_VTM #NYbN #Concept_VTM #labynightnight #vtm_makeup #vtm_tutorial #vtm_artist #vtm_fanfiction #guide_VTM #гайд_для_новичков_vtm<br>#vtm_book #wod_book #о_мт@public_vtm #vtm_stream #gamemaster_school";"1"
"8123080";"club8123080";"group";"Кальянные Петербурга";"Некоммерческий путеводитель по кальянным Петербурга - Saint-Petersburg Shisha Guide - обзоры еженедельно с 2007 года<br><br>С нами ходят также участники  групп ""Любители кальяна"" (www.vkontakte.ru/club24) и ""Кальян СПб - кальян в Петербурге"" (www.vkontakte.ru/club126053)!<br><br>Очень тёплые ламповые посиделки. Все участники могут говорить и писать всё, что думают о посещённых кальянных, придти на встречу может любой (зачёркнуто) только самый достойный, комментировать - тоже. Мы - непредвзятая некоммерческая группа. Добро пожаловать!";"1"
"72678923";"gdnout";"group";"Клуб  ГАРЦУЮЩИЙ ДРЕДНОУТ";"Открылся клуб ""Гарцующий Дредноут"" в 2009 году на Старом Арбате, в подвале, где до нас были клубы ""Вереск"", ""Пыль"" и ""22"". Затем переехал на Большую Спасскую (м.Сухаревская), где работал до 2012 года.<br>В 2014-2016 гг мы жили на Старосадском переулке под названием"" Точка Сборки"" (до нас там работал клуб ""Запасник"").<br>В январе 2017 клуб ""Гарцующий Дредноут""открылся в усадьбе тайного советника на Таганской ул.<br>Всё это мы! <br>Работаем для вас с 2009 года.<br><br>В нашем клубе можно не только вкусно поесть или посетить концерт, но и стать участником самых разных культурных и социальных проектов. <br><br>Приходите к нам отдыхать - и приносите свои идеи и мечты. У нас можно проводить как банкеты, концерты и вечеринки, так и семинары, кинопросмотры, творческие вечера и другие тематические мероприятия. <br><br>Подписываясь на группу, вы соглашаетесь получать приглашения на наши мероприятия. <br>==================================== <br><br>Режим работы: ежедневно с 12.00 до 24.00 <br><br>По вопросам организации концертов и мероприятий пишите <br>https://vk.com/zlemma <br><br>По вопросам организации свадеб и банкетов, бронирования залов и столиков звоните по телефону: +7-926-267-76-14 <br><br>====================================<br><br>м. Марксистская <br>Таганская ул., д. 13, стр. 3<br>+7-926-267-76-14<br><br>====================================";"1"
"69168134";"dartevent";"group";"ДартИВент: D4, Боевые Нёрды, LARP`s, Обзоры";"""Д'Art-аньян и Вентилятор"" - уютная площадка, где мы творим видеопроекты и озвучиваем сериалы. Для гиков, нёрдов и просто хороших людей. <br><br>_D4: Шоу про настолки<br>_Боевые нерды: реалити про супер ботаников <br>_LARPs: The Series : озвучка сериала <br>_Д`Art-аньян и Вентилятор: видеоблог<br><br>Команда  ""Д`Art-аньян и Вентилятор"" - это<br>творческий клуб Город и ассоциация Narrenturm <br><br>#обзорное_видео #косплей #РИ<br>#страйкбол #историческая_реконструкция<br>#ДиВ #дартаньян #battlenerds #D4 #вентилятор<br>#кроссфит #спорт #боевые_нерды #ДиВанная_аналитика";"1"
"60377128";"larp_moscow";"group";"Ролевые игры в Москве | Ролегид";"Ролегид — это интернет-СМИ и справочник-путеводитель по городам России, посвященный ролевым играм живого действия.<br><br>Хотите рассказать о своей игре? Мастерской? интересном проекте? Поделиться житейской мудростью или классными историями? А может просто похвастаться отличным антуражем? <br><br>Тогда пиши редактору - https://vk.com/rijiy_lis<br><br>_________________________<br><br>#Анонсы@larp_moscow<br>#Мастерская@larp_moscow<br>#РИ_Клубы@larp_moscow<br>#РИ@larp_moscow<br>#LotR@larp_moscow<br>#ПЛиО@larp_moscow<br>#WH@larp_moscow <br>#LARP@larp_moscow<br>#Страйкбол@larp_moscow<br>#Кабинетки@larp_moscow<br>#Конвент@larp_moscow<br>#Бал@larp_moscow<br>#Книжный@larp_moscow<br>#Конкурс@larp_moscow<br>#Опросник@larp_moscow <br>#Интервью@larp_moscow<br>#ЛицаРИ@larp_moscow<br>#Планы_на_вечер@larp_moscow<br>#Юмор@larp_moscow<br>#Наша_история@larp_moscow<br>#Отчеты@larp_moscow";"1"
"73347352";"abstractionfest";"event";"Abstraction Festival 2017";"★ ★ ★ABSTRACTION Festival★ ★ ★<br>★Фестиваль музыки, спорта и туризма★<br><br>ABSTRACTION Festival - это более 80 артистов самых популярных музыкальных жанров, три танцпола, множество тематических площадок, фудкорты, магазины, шоу программы и мастер классы.<br><br>Фестиваль будет проходить на территории базы отдыха ""Красное Озеро"" в Ленинградской области. Помимо основной программы днем вас ждут водные лыжи, лодки, катамараны, песчаный пляж на живописном озере, спортивные игры под открытым небом и многое другое.<br><br>Мощнейшая звуковая система Funktion 1, уникальные декорации, обширная дневная программа, возможность проживания в комфортабельных коттеджах или палаточном городке сделают ваш отдых незабываемым!";"1"
"55366102";"familiasartores";"group";"""Familia Sartores""";"Мастерская ""Familia Sartores"", начиная с 2012 года, производит исторические шатры разных эпох, любой сложности и масштаба: от небольшой одноместной палатки до крупных многоопорных шатров для размещения большого числа людей.<br><br>Благодаря высокому уровню исторической достоверности, наши исторические шатры пользуются успехом в исторической реконструкции, на различных фестивалях, выставках, рекламных акциях и других мероприятиях на свежем воздухе, могут применяться в качестве декораций в театре и кино, для проведения свадеб и других торжеств в средневековом стиле, а также создадут новую атмосферу на вашем садовом участке или пикнике.<br><br>Мы производим шатры как по образцам, представленным в фотоальбомах, так и по индивидуальным проектам: шатры, сшитые  ручными швами, украшенные ручной росписью или богатой подкладкой и т.д.<br><br>Если Вы не нашли свой шатер среди образцов в фотоальбомах - просто напишите нам, и мы рассчитаем стоимость изделия, разработанного специально для Вас.<br><br>Мастерская также осуществляет пошив исторического костюма, преимущественно раннего средневековья.<br><br>Изделие может отличаться от представленного на фото, так как мы постоянно совершенствуемся и обновляем модельный ряд. <br><br>Работаем как с физ.лицами, так и с организациями, при необходимости заключаем договор. <br><br>Условия оплаты и доставки:<br><br>Все изделия изготавливаются по предоплате. С наложенным платежом не работаем. <br>Оплата безналичная. <br>Доставка осуществляется транспортными компаниями. <br><br>С уважением,<br>команда ""Familia Sartores""";"1"
